,skills,job_id
29,digital technology job description digital technology user experience career development digital transformation crm gcp consulting innovation innovation big data cybersecurity banking innovation transformation transformation writing terraform cloudformation containerization docker systemd kubernetes disabilities,018687f3-825f-4207-be86-5992fe98a28e
30,financial management risk management management system reference datum m transformation governance finance risks manage agility management operational condition finance transformation banking risk finance finance finance imagine banking computer science ab initio professional responsibility com act share objectives www tableau tibco java english creativity finance,0187408f-520e-4fd7-99a8-93694f6409dd
31,job description real estate power bi management control management control performance management accounting auditing consulting accounting auditing french french consulting consulting accounting finance remuneration telecommuting,01892c04-550f-4f8e-a2e8-f23a0a84771e
32,job description node js development testing high education computer science react js html css api html css api lynx web developer m redux redux aesthetics rendering,019030a4-a0f7-4bae-95d9-2378bd3ee546
33,digital transformation data integrity data integrity risk analysis qualification protocol data integrity consulting article m monitor activity indicators gmp mobility,01935f95-b22c-4043-b5e0-06da2d9a9219
34,source code code review react js reinforcement banking unit tests unit tests tests code java java docker jenkins sonar,01b6b2e0-fa05-42c7-ab39-ac8628a0a1f0
35,transition management active directory architectural development computer science microsoft azure active directory vis vis consulting m windows server technological solutions target automation operations windows server scripting powershell bash python nagios english consulting,01c07a76-e5b8-42db-a2a7-166050ac8a05
36,asset management data management market datum portfolio management high education asset management html m data controller analytics market nav calculations analytics accounting data quality banking finance banking english recruitment consultant echos www,01cebd99-3249-4c2d-9339-202f41fd7d34
37,job description real estate power bi management control management control performance management accounting auditing consulting accounting auditing french french consulting consulting accounting finance remuneration telecommuting,01e37325-9b39-418d-8699-43df446ec50c
38,digital technology job description digital marketing user experience api management project implementation agile methodology digital transformation agile methodology agile project sprint planning customer satisfaction career management agile management data architecture big datum career development digital transformation crm big data big data innovation innovation cybersecurity innovation design build refinement jira management personal development cse scrum safe data transformation leadership disabilities,01fbab5a-3076-4c44-97bf-efda3d9565a7
39,transition management external storage stock management service provider team management erp erp recruitment consulting m supply manager management management maintenance planning performance monitoring indicators consulting,0206fd59-162a-4a18-96ba-3adb1f4c4a05
40,collaboration educational values installation,0210639a-f36b-4e4b-ae60-3e5c86351b08
41,job description c # c # listening skill imagine write technical,02295ea5-28c1-4825-8ba3-ce2a022a35b5
42,digital technology job description power bi transport service service industry power bi test strategy change management career development power bi career development data visualization digital transformation consulting consulting telecommunications scale consulting prioritization english writing supervision capitalization presentations integration consulting teamwork english disabilities,02498a44-0488-4a66-b51f-80721f3136ad
43,data science job description power bi project proposal customer satisfaction reach ssis innovation transformation dashboard integration tests operational condition data applications projects proposed www sales manager proposed projects,02547b1f-66f9-4111-a2e6-708dd80072f7
44,transition management active directory architectural development computer science microsoft azure active directory vis vis consulting m windows server technological solutions target automation operations windows server scripting powershell bash python nagios english consulting,02655c17-c171-49ea-bb44-e0a4f030198c
45,job description com french e learning platform contract finally management personalized integration integration process integration process b agility disabilities testimony www,027821c4-a754-45e8-bbe3-e22fad9e2445
46,childcare childcare patience,0281029c-ae24-4f9d-950b-7ac4236c7b56
47,category development job description microsoft 365 microsoft 365 project management microsoft 365 business process microsoft 365 power bi technical documentation career development microsoft 365 digital transformation consulting banking consulting technical writing management planning writing disabilities skills microsoft developer sharepoint,029aea16-7807-4011-988c-8ce6b085222a
48,service provider corporate law reliability management operations teamwork transmission remuneration,02ad0dfb-e68f-456f-acdf-c253c6ff1df2
49,creativity champagne sales enthusiasm empathy curiosity tenacity tablets sales remuneration,02b44aab-7930-419b-a8b5-c9293c469f26
50,category development job description energy transport supply chain career development technical support apache http server career development information technology management consulting management consulting system integration business process business process management process management intellectual property service delivery digital transformation shell script digital transformation sso com software production software production finance telecommunications digitization scrum developing business linux python django python django angular linux postgresql jenkins sonar docker disabilities collaboration angular django linux postgresql python,02c40cca-771d-483b-b4a1-65f5550a5701
51,digital technology job description digital marketing user experience api management project implementation agile methodology digital transformation agile methodology agile project sprint planning customer satisfaction career management agile management data architecture big datum career development digital transformation crm big data big data innovation innovation cybersecurity innovation design build refinement jira management personal development cse scrum safe data transformation leadership disabilities,02d9f4f2-62b4-4348-b04d-9b4e9528fc2f
52,job description java 11 lynx java devops m java devops devops git mongodb docker kubernetes,02da8604-e9ca-4a5e-ae08-e3604f45d379
53,agile project c # web standard emerge technology html css soap m en scrum blazor bootstrap jenkins git sql agility trajectory,02e3d854-e402-4b0b-8656-0124638beb89
54,business development market share microsoft azure microsoft azure web tool integration sales marketing plans sales,02eefadf-3dbe-4b35-b196-f8b4b08e3564
55,source code code review react js reinforcement banking unit tests unit tests tests code java java docker jenkins sonar,030c4be0-7c9c-4cdb-9bbb-2c6452c0c39d
56,liability insurance value chain datum dictionary vis vis reinsurance consulting brokerage transformation consulting mobility reinsurance sales m imagine m phase hr consulting finance industrialization practices scalability french sql alteryx tableau alteryx tableau management design tableau tableau brokerage finance teamwork reliability empathy management,03150a14-e559-48fb-94b5-3fc7946f93f1
57,retail banking public transport cloud operation operational excellence azure devops capacity planning quality monitoring continuous improvement process computer science analytical skill public cloud public transport integration international community cloud administrator cloud administrator operations operational conditions industrialization devops devops cloud administrators safe terraform operations maintenance operations operational conditions operations production quality operations devops industrialization automation operations documentary terraform concierge,0317028e-c260-4b7e-9c9f-f6f6a3999060
58,digital transformation digital transformation c # software design technical documentation high education computer science web development web framework asp net microsoft visual studio user story consulting backend writing javascript sql devops git curiosity adaptability workstations disabilities,0321ca90-48e8-4e08-9bfe-7a07bd7b8f6c
59,liability insurance value chain datum dictionary vis vis reinsurance consulting brokerage transformation consulting mobility reinsurance sales m imagine m phase hr consulting finance industrialization practices scalability french sql alteryx tableau alteryx tableau management design tableau tableau brokerage finance teamwork reliability empathy management,0333c9c9-a665-4bc8-b244-403bc2286652
60,job description node js development testing high education computer science react js html css api html css api lynx web developer m redux redux aesthetics rendering,033a0f18-db77-420f-a194-0243603e8d29
61,data science job description power bi project proposal customer satisfaction reach ssis innovation transformation dashboard integration tests operational condition data applications projects proposed www sales manager proposed projects,033d9f15-ab63-42be-a5fc-597024cf34a4
62,job description listening skill computer science microsoft office microsoft office 365 active directory microsoft azure lynx m operational condition infrastructure integration auditing consulting design architecture documentation writing troubleshooting ad fs citrix citrix netscaler adc,0362790a-e35f-435c-ba1d-8017240f3591
63,digital transformation digital transformation data science flight testing data consistency post processing test datum spectral analysis program development root cause analysis predictive maintenance fluid mechanic data science consulting aerodynamics acoustics algorithms reduction flight test tracking analysis algorithms python english workstations disabilities,039139ee-1b56-4608-95cf-37abfb3bfb53
64,category development job description front end back end react js fleet management code review react js ag grid career development digital transformation technical community java react personal development cse computer engineer jest typescript redux redux gitlab jenkins sonarqube jira java english disabilities french,03a89b0b-d7f2-423c-8402-a8cbc88f7be6
65,data science job description power bi project proposal customer satisfaction reach ssis innovation transformation dashboard integration tests operational condition data applications projects proposed www sales manager proposed projects,03b01b5a-8e03-420a-9fae-594ba54d834c
66,retail banking digital transformation digital transformation user story integration international community react integration tests writing www react,03d095dc-c402-4d31-a5ba-e7b8fa6cecda
67,web project acceptance testing service provider computer science web development web development back end php framework html css html css logistics web developer en programming security infrastructure hosting mysql javascript operational conditions javascript symfony,03eb61dd-e805-4fa0-a4de-c9c871772403
68,ide ide dietetics hygiene collaboration hygiene nursing empathy,03f98109-cc87-41f0-860d-23599ad3bc17
69,job description listening skill computer science microsoft office microsoft office 365 active directory microsoft azure lynx nice m lynx transparency integration consulting design architecture writing troubleshooting telecommuting ad fs citrix citrix netscaler adc,04099ce8-f74c-4e2c-a870-f204e7416e4f
70,data transformation value creation user story employee benefit m data transformation agility management management collaboration scrum concierge product manager remuneration share objectives agile methodology service provider com act banking scrum teamwork finance dot,04105481-ae6e-4f69-a8ce-c48b38ea6b89
71,information system information system office management management process technical documentation computer engineering pl pgsql life skill analytical skill french international markets java m java operations governance purchasing scrum java integration tests java tomcat camunda sql postgresql html5 javascript jquery unix creativity innovation,041867f8-90b9-4f53-a04c-a3261bd3c389
72,job description public transport project management c # asp net pl sql unit testing management solidity backend remuneration cse git gitlab net asp wcf javascript integration specflow,042bd12e-4629-42dd-ab4c-be4ad436299f
73,job description software development software development life cycle java java scale java java java,043ad9f9-6d14-48a7-83f3-28172dc7c21c
74,digital transformation data integrity data integrity risk analysis qualification protocol data integrity consulting article m monitor activity indicators gmp mobility,0449919d-f5e8-4e5a-9eae-4430db794b12
75,childcare childcare patience,045715c4-24d3-4ad9-83ca-9ee123893968
76,c # back end job description c # mvc net team foundation server software developer javascript jquery git remuneration scale,045f1dad-4056-43b1-ae85-fbaa2da67781
77,business development market share microsoft azure microsoft azure web tool integration sales marketing plans sales,046d7536-39b1-4a0e-b3d0-74e5661a1396
78,job description java 11 lynx java devops m java devops devops git mongodb docker kubernetes,047e884b-31e5-41d3-9a15-d73dbd597404
79,job description production process high education computer science message broker software architecture continuous integration api java consolidation scrum technical referent java rest api angular elasticsearch docker sonar jenkins gradle purchasing,04800132-91ef-41bf-a0f3-b03d82b7a326
80,transition management production line high education consulting scheduling m planning production scheduling sales sales sales logistics scheduling operations purchasing consulting,04a324f8-1e8f-4c12-ae59-b395fabce6d7
81,retail banking e commerce e commerce front end html integration international community javascript react application developer m stocks web developer web developer web developer developer angular typescript redux backend firebase angular management,04a8485c-6118-4593-a8f5-b6424f79098e
82,digital transformation digital transformation c # software design technical documentation high education computer science web development web framework asp net microsoft visual studio user story consulting backend writing javascript sql devops git curiosity adaptability workstations disabilities,04b86a3d-9e00-452c-bb41-ba1710232434
83,job description functional design consulting java m telecommunications java web developer programming unit tests remuneration java,04c72972-bc65-4055-9903-5861d9fdbbf1
84,data science job description power bi project proposal customer satisfaction reach ssis innovation transformation dashboard integration tests operational condition data applications projects proposed www sales manager proposed projects,04cfaf69-41d0-426f-9c3b-fcce68b1c40f
85,job description node js development testing high education computer science react js html css api html css api lynx web developer m redux redux aesthetics rendering,04dca139-c5e4-4423-bf64-1397b84849b7
86,retail banking digital transformation digital transformation user story integration international community react integration tests writing www react,04f48216-392d-4f68-9c98-2ac6ea416a88
87,digital transformation digital transformation project management project management application development acceptance testing regulatory compliance risk management artificial intelligence system design value chain user experience project management c # code review computer science c # asp net web development asp consulting consulting consulting consulting banking governance transformation big data data engineer exploitation cybersecurity governance cybersecurity data security devops governance architecture development devops unit tests wcf,04f925d2-5c36-4d10-9062-c5e5d8eb7a81
88,category development job description front end back end application development operational maintenance web tool front end google cloud web language big datum career development digital transformation html css technical community m python developed applications write technical technical develop web read personal development cse python gitlab github docker linux postgresql mysql english disabilities python,04fd1458-e563-4ac9-ae84-95da5e1e78b8
89,digital transformation digital transformation project management project management application development acceptance testing regulatory compliance risk management artificial intelligence system design value chain user experience project management gcp consulting consulting consulting consulting banking governance transformation big data data engineer exploitation cybersecurity governance cybersecurity data security devops governance architecture development devops infrastructure blockchain diagrams applications develop applications develop terraform python,0530cadd-2e33-4ef5-8178-da63f608e10d
90,job description functional design consulting java m telecommunications java web developer programming unit tests remuneration java,05434187-02a2-4a7f-9674-f749db973c94
91,transition management software development technical documentation c # high education computer science xml com recruitment consulting python django m developing business developing business business python source develop applications developed applications write technical development manager manager technical manager technical python django xamarin html5 json nginx mysql postgresql powershell linux python adaptability teamwork www consulting,0554125c-a65e-48b5-a2ac-dd82a772da7b
92,job description real estate power bi management control management control performance management accounting auditing consulting accounting auditing french french consulting consulting accounting finance remuneration telecommuting,057f8f6d-0332-4886-b328-52c05d109923
93,job description node js development testing high education computer science react js html css api html css api lynx web developer m redux redux aesthetics rendering,0586c02e-08c3-45b9-8c7a-5689516aae23
94,job description listening skill computer science microsoft office microsoft office 365 active directory microsoft azure lynx nice m lynx transparency integration consulting design architecture writing troubleshooting telecommuting ad fs citrix citrix netscaler adc,059777fa-aa69-4543-82c3-184d73046910
95,retail banking digital transformation digital transformation user story integration international community react integration tests writing www react,059a0c0f-7e15-4cb0-8dce-f8c982b6ff2f
96,digital technology job description power bi transport service service industry power bi test strategy change management career development power bi career development data visualization digital transformation consulting consulting telecommunications scale consulting prioritization english writing supervision capitalization presentations integration consulting teamwork english disabilities,05ac83a0-fea9-4675-bbbd-d06bc65a1e42
97,emerge technology microsoft azure change management cloud service gcp gcp architectures design technical referent languages english writing gitlab jenkins kubernetes docker ansible puppet skype resource manager,05b07cb8-1a58-452a-b2f9-e42678753bf8
98,job description node js development testing high education computer science react js html css api html css api lynx web developer m redux redux aesthetics rendering,05b0a527-7b76-443e-b81c-62ed3e6b327e
99,data management information system decision make data management e commerce data governance high education computer science crm bpm etl etl research dissemination research dissemination innovation structures systems integration decision making m collaboration m analytics operational conditions leadership sales accounting data manage collaboration management data quality marketing data data governance management required curiosity experimentation analytics microstrategy eai python sql collaborative tools curiosity,05c8ba70-ae74-4dd1-9655-df034a002700
100,c # back end job description c # mvc net team foundation server software developer javascript jquery git remuneration scale,05d8f257-1efb-4ee6-8e50-2b93f74b2d30
101,technical documentation computer science web development java frameworks spring hibernate javascript jquery postgresql sql,05db2a11-b810-4e38-bb9b-5565e9365cd9
102,transition management production line high education consulting scheduling m planning production scheduling sales sales sales logistics scheduling operations purchasing consulting,05decb2e-a6e4-4c37-a622-93a886665019
103,retail banking electrical network quality of service construction management clean datum power bi power bi integration international community electricity planning electricity troubleshooting readings electricity source data model data model model building writing data feeding data feeding python qlikview uml finance revisions,05e59961-c14b-4b92-b13e-2216e0cae3d0
104,data science job description embed c back end front end computer science node js web framework public transport reach innovation transformation react software coded node react documentation technical documentation technical technical react jquery typescript personalized integration imagine management,06264ca5-2502-4b9a-8087-43c1172f3045
105,digital technology job description front end back end digital marketing user experience api management application development java 11 career development digital transformation crm technical community innovation cybersecurity target angular postgresql mongodb personal development cse development architecture java scrum english curiosity integration disabilities java,062af88c-c71c-4dae-a6c8-d2669b74b823
106,node js retail banking social network web development web development tool react js node js integration international community react jira web developer git swagger yaml linux,0640e81d-a7a9-4210-93f3-6c847c17ea44
107,job description node js development testing high education computer science react js html css api html css api lynx web developer m redux redux aesthetics rendering,06505e96-c608-4822-a76e-3cc5223a2e91
108,digital transformation digital transformation project management project management application development acceptance testing regulatory compliance risk management artificial intelligence system design value chain user experience project management digital transformation consulting consulting consulting consulting banking governance transformation big data data engineer exploitation cybersecurity governance cybersecurity data security devops governance architecture development devops java english,066b32ba-35f6-431d-a0e3-7233555a5c2b
109,category development job description front end back end react js fleet management code review react js ag grid career development digital transformation technical community java react personal development cse computer engineer jest typescript redux redux gitlab jenkins sonarqube jira java english disabilities french,06a3bdf0-1efd-480b-9f4d-2222f984cd48
110,transition management software development technical documentation c # high education computer science xml com recruitment consulting python django m developing business developing business business python source develop applications developed applications write technical development manager manager technical manager technical python django xamarin html5 json nginx mysql postgresql powershell linux python adaptability teamwork www consulting,06b66561-8ad2-4c70-963d-fb85ec0150e1
111,transition management active directory architectural development computer science microsoft azure active directory vis vis consulting m windows server technological solutions target automation operations windows server scripting powershell bash python nagios english consulting,06bc49af-c9a4-49e7-a148-1c6676abd840
112,job description listening skill computer science microsoft office microsoft office 365 active directory microsoft azure lynx m operational condition infrastructure integration auditing consulting design architecture documentation writing troubleshooting ad fs citrix citrix netscaler adc,06f40d87-5f7f-4af4-9e9c-2f32c4ba7f66
113,digital technology job description service industry public service test datum project management datum dictionary project management test strategy change management career development power bi crm mes en consulting en en consulting finance development tests framing construction finance sales manager data implementation phases scale construction consulting prioritization data architecture english indicators planning writing supervision management delivery packages capitalization construction presentations integration consulting teamwork microstrategy tibco spotfire b career development sap hana digital transformation ibm informatica talend python english disabilities informatica microstrategy python qlikview talend,06f41694-fa51-4a48-b019-00b31ef49c2d
114,digital technology job description digital marketing user experience api management project implementation agile methodology digital transformation agile methodology agile project sprint planning customer satisfaction career management agile management data architecture big datum career development digital transformation crm big data big data innovation innovation cybersecurity innovation design build refinement jira management personal development cse scrum safe data transformation leadership disabilities,06fd5fcf-2eb1-444c-8d31-a0d744007735
115,job description c # c # listening skill imagine write technical,0700316f-e47c-4fd6-b910-8540d13f5cb5
116,digital transformation digital transformation project management project management application development acceptance testing regulatory compliance risk management artificial intelligence system design value chain user experience project management c # code review computer science c # asp net web development asp consulting consulting consulting consulting banking governance transformation big data data engineer exploitation cybersecurity governance cybersecurity data security devops governance architecture development devops unit tests wcf,070ec077-0ccc-450b-95a0-2b73265cca05
117,digital transformation digital transformation data science flight testing data consistency post processing test datum spectral analysis program development root cause analysis predictive maintenance fluid mechanic data science consulting aerodynamics acoustics algorithms reduction flight test tracking analysis algorithms python english workstations disabilities,0712b602-23d2-4bc9-b1b9-f5c952594efd
118,microsoft 365 continuous delivery vmware virtualization emerge technology siem com banking devops infrastructure devops cloud engineer m management hosting hosting automate infrastructure cloud services cloud services windows servers azuread manage infrastructure infrastructure technical referents team manager banking team manager devops resource manager integration www,0722bf5b-0a78-442e-b8ec-0a7949eebe18
119,job description java 11 lynx java devops m java devops devops git mongodb docker kubernetes,0725fdc9-838f-4485-913a-38d1ba0cb57f
120,digital technology job description transport service service industry decision make service sector data extraction career development digital transformation etl etl etl etl consulting consulting telecommunications transformation delivery package scrum snowflake disabilities scrum snowflake,07363c65-8a6e-49da-82db-9950b740bdaa
121,digital technology job description digital technology user experience project implementation agile methodology digital transformation agile methodology agile project sprint planning customer satisfaction career management agile management data architecture big datum career development digital transformation crm consulting innovation innovation big data cybersecurity banking innovation design build refinement jira management scrum safe data transformation leadership disabilities,0743f41e-01a5-433c-a894-b69c86ebce47
122,data science job description information system computer science public transport reach gcp innovation transformation infrastructure terraform docker kubernetes security data data governance data governance legislation infrastructure devops terraform linux windows systems sql rancher personalized integration imagine,0745aab2-8d71-4102-a7ef-d19c9fd43b25
123,data science job description embed c back end front end computer science node js web framework public transport reach innovation transformation react software coded node react documentation technical documentation technical technical react jquery typescript personalized integration imagine management,0749191d-ac7f-4c09-9f5a-3fa27a813490
124,data science job description embed c back end front end computer science node js web framework public transport reach innovation transformation react software coded node react documentation technical documentation technical technical react jquery typescript personalized integration imagine management,0762f5d2-39c4-41e0-a100-de855d8e42b6
125,artificial intelligence application architecture cloud host information system artificial intelligence computer science professional responsibility service provider api act python finance python python python python python python python finance python anaconda jupyter kubernetes docker share objectives analytics python python python anaconda jupyter devops data engineering data science english,0765c4f5-ab2f-4ff8-872d-6d4e08340e5d
126,agile project c # web standard emerge technology html css soap m en scrum blazor bootstrap jenkins git sql agility trajectory,0772f274-8ee4-4bc8-84de-93b88137645a
127,category development job description front end back end application development operational maintenance web tool front end google cloud web language big datum career development digital transformation html css technical community m python developed applications write technical technical develop web read personal development cse python gitlab github docker linux postgresql mysql english disabilities python,07795b2d-20c7-483c-b97d-22f2323c09b6
128,risk prevention sale administration service provider information system dso accounting accounting manager finance collections receivables sustainability phase solvency reduction management finance accounting management credit manager english,077abfb7-ec1d-468c-8177-8626e6d0f746
129,data transformation value creation user story employee benefit m data transformation agility management management collaboration scrum concierge product manager remuneration share objectives agile methodology service provider com act banking scrum teamwork finance dot,077fe383-b58a-4cc4-be9c-a83c638e8762
130,customer relationship management relationship management job description data extraction functional design code review configuration management data visualization career development digital transformation erp crm etl ssis integrated management consulting data center integrating technological data center transformation framing delivery package git french english disabilities,0781d8a7-ee41-4038-813d-0650f0cb9f4a
131,job description job evaluation adaptability sourcing management added source curiosity b disabilities,0789bce5-dfcf-4d2b-a183-7f7146863a0e
132,data science job description power bi project proposal customer satisfaction reach ssis innovation transformation dashboard integration tests operational condition data applications projects proposed www sales manager proposed projects,07a573c9-da45-4d43-b427-6abb3e25c2d5
133,risk prevention sale administration service provider information system dso accounting accounting manager finance collections receivables sustainability phase solvency reduction management finance accounting management credit manager english,07a8f271-f3a0-4646-b049-1fe5c4bff4cf
134,source code code review react js reinforcement banking unit tests unit tests tests code java java docker jenkins sonar,07a9fc5b-5da6-42d8-9dfd-d14fc0c6843e
135,project implementation gcp transformation cloud services cloud services services public public integration target teamwork openstack support development,07b55a33-2b01-4bd0-8cab-7e266cb31907
136,transition management financial datum internal control compliance requirement supply chain management control com com consulting m closing rolling logistics logistics sales logistics finance remuneration consulting,07c1acd4-e025-48ae-afaf-3dc7f249f998
137,data science job description information system computer science public transport reach gcp innovation transformation infrastructure terraform docker kubernetes security data data governance data governance legislation infrastructure devops terraform linux windows systems sql rancher personalized integration imagine,07ec68c3-b646-4a3b-ab63-86569adeea2e
138,retail banking e commerce e commerce front end html integration international community javascript react application developer m stocks web developer web developer web developer developer angular typescript redux backend firebase angular management,07fe91a7-c84f-498e-a952-8d6d03455e11
139,liability insurance value chain adp reinsurance consulting brokerage transformation consulting mobility reinsurance sales production manager m scale production manager templates registration liquidation brokerage writing,08028d83-0767-4a29-82cd-07e6f7ba15a8
140,information system information system office management management process technical documentation computer engineering pl pgsql life skill analytical skill french international markets java m java operations governance purchasing scrum java integration tests java tomcat camunda sql postgresql html5 javascript jquery unix creativity innovation,08051836-9315-421d-bf23-bc1ac4e0b124
141,information system information system office management management process technical documentation computer engineering pl pgsql life skill analytical skill french international markets java m java operations governance purchasing scrum java integration tests java tomcat camunda sql postgresql html5 javascript jquery unix creativity innovation,08206215-6e16-4266-9b2f-194f846f963e
142,transition management software development technical documentation c # high education computer science xml com recruitment consulting python django m developing business developing business business python source develop applications developed applications write technical development manager manager technical manager technical python django xamarin html5 json nginx mysql postgresql powershell linux python adaptability teamwork www consulting,08296054-02d1-4509-823b-0ade2dc89917
143,digital transformation digital transformation c # software design technical documentation high education computer science web development web framework asp net microsoft visual studio user story consulting backend writing javascript sql devops git curiosity adaptability workstations disabilities,0833a510-4013-472c-a5c9-02b51f92d225
